% Time	A1	A2	A3	A4	A5	A6	
5.835	1.0149	-0.1686	-0.6618	0.1601	0.1930	0.1930	-0.0503	
5.865	0.4560	-0.1686	0.3245	-0.2673	0.0286	-0.3330	-0.0444	
5.895	0.3574	-0.3330	-0.7933	-0.3988	-0.2015	-1.6151	-0.0464	
5.925	1.0149	-0.4645	-1.3522	0.1272	0.0944	-0.9905	-0.0444	
5.955	0.8176	-0.1029	-0.9905	-0.1358	-0.1686	-0.7933	-0.0471	
5.985	1.2779	-0.5632	2.2312	-0.3659	0.4231	1.3765	-0.0480	
6.015	1.1464	0.1601	-0.2673	-0.0371	-0.0371	0.5546	-0.0411	
6.045	0.9162	-0.2015	-0.8590	-0.5303	0.0944	-0.7275	-0.0474	
6.075	0.5217	-0.6618	0.1272	-0.8919	-0.5631	-1.0234	-0.0484	
6.105	0.7190	-0.3002	0.4231	0.1272	-0.2344	-0.9576	-0.0444	
6.135	0.6861	-0.0700	-0.9577	-0.1029	0.3902	-0.3988	-0.0457	
6.165	0.5217	-0.4645	1.4422	-0.3330	0.1601	1.9354	-0.0431	
6.195	0.6532	-0.1686	4.9927	-0.1358	0.2587	0.5217	-0.0451	
6.225	0.8834	-0.3002	-1.0892	-0.2015	-0.2344	-0.3330	-0.0461	
6.255	0.2259	-0.5303	-8.2888	-0.6289	-0.5303	-1.3521	-0.0536	
6.285	1.0477	-0.2015	0.4231	0.5217	-0.2344	1.2779	-0.0431	
6.315	0.4560	-0.3002	0.8505	-0.2673	0.1930	-0.0371	-0.0425	
6.345	0.2587	-0.1029	-0.8919	-0.4316	-0.3330	-1.1878	-0.0451	
6.375	-0.0700	0.2259	-1.7138	-0.8590	-0.7604	-0.3988	-0.1056	
6.405	0.6532	-0.0700	-1.0234	-0.3330	-0.0371	-0.6618	-0.0448	
6.435	-0.8262	-0.6618	2.2641	-0.1029	0.4889	1.4751	-0.0484	
6.465	0.6861	-0.1686	-0.4645	0.1272	0.2259	-1.0891	-0.0378	
6.495	0.5875	-0.1029	-2.1412	-0.3659	-0.1686	-1.4836	-0.0428	
6.525	0.2259	0.0286	0.6861	-0.5303	0.1601	0.0944	-0.0421	
6.555	0.5875	-0.1358	-0.8590	-0.3001	-0.0371	-0.7275	-0.0408	
6.585	0.5875	0.3574	1.9025	-0.3659	0.4889	1.0149	-0.0438	
6.615	0.5546	0.3245	-0.1686	-0.2015	0.3902	-1.2206	-0.0395	
6.645	0.7519	-0.5632	0.5217	-0.3330	-0.6289	-0.0371	-0.0448	
