% Time	A1	A2	A3	A4	A5	A6	
14.310	0.7519	-0.4317	-0.9577	-0.1029	-0.2673	-0.7933	-0.0474	
14.340	0.2587	-0.6289	-0.0371	-0.6946	-0.2015	-0.5303	-0.0487	
14.370	-0.6947	-0.8262	0.8176	-0.9905	0.0286	-1.4508	-0.0507	
14.400	0.4231	-0.2673	0.4231	-0.3988	-0.0371	0.7847	-0.0632	
14.430	0.3902	-0.0700	-0.4974	0.0944	0.0944	2.1326	-0.0513	
14.460	0.2587	-0.3330	1.4751	-0.1358	0.0286	-0.7604	-0.0474	
14.490	0.1930	-0.6618	0.4889	-0.8919	-0.5631	-0.5631	-0.2016	
14.520	0.7519	-1.1549	0.7847	-1.2864	0.0944	-1.7795	-0.0464	
14.550	0.5546	0.0615	-0.8262	-0.0700	0.2259	1.2779	-0.0566	
14.580	-0.0043	-0.5960	-0.3988	-0.3001	-0.2015	-0.2673	-0.0503	
14.610	0.6204	-0.3988	-0.5632	0.6532	-0.0700	-0.3001	-0.0467	
14.640	0.3902	-0.7933	-0.0700	-0.3659	-0.7275	-0.9576	-0.0477	
14.670	0.1930	-0.2015	-1.1549	-0.5303	-0.2673	-0.2344	-0.0507	
14.700	0.3245	-0.1029	0.2916	-0.5303	0.0944	0.2916	-0.0494	
14.730	0.7190	-0.3659	-0.1358	-0.1358	0.3574	-0.1358	-0.0523	
14.760	0.1930	-0.3988	0.2259	-0.3659	-0.3659	-0.2015	-0.0494	
14.790	0.3902	-0.2344	-1.2207	-0.6289	-0.2015	-2.9302	-0.0494	
14.820	0.5217	-1.1549	0.7519	-0.6946	-0.2344	-1.8781	-0.4800	
14.850	0.8505	-0.3988	-0.9248	-0.3988	-0.0043	-0.1029	-0.0510	
14.880	-0.0043	0.2587	-2.5357	0.7847	-0.3988	-0.9248	-0.0471	
14.910	0.5875	-0.6947	0.5217	-0.1686	-0.3330	-0.2015	-0.0474	
14.940	0.1601	-0.6618	0.3574	-3.1603	-0.7275	-0.7275	-0.0500	
14.970	-0.3002	0.0286	-1.8124	-0.3001	-0.7275	-0.0371	-0.0477	
15.000	0.3245	0.0944	-0.3988	-1.0234	0.2259	-0.1358	-0.0477	
15.030	0.2916	-0.0371	0.2587	-0.0371	0.0286	-0.9248	-0.0503	
15.060	0.7519	-0.4974	0.0944	-0.0043	-0.3001	0.1272	-0.0464	
15.090	0.4889	-1.6809	-0.2344	-0.5631	-0.5631	0.4560	-0.0500	
15.120	-0.0371	-0.1686	-2.4042	-0.0700	-0.9248	0.0944	-0.0553	
15.150	0.2259	0.1930	-0.2673	-0.4974	0.2587	-0.0043	-0.0471	
15.180	-0.2673	-0.5303	0.6204	-0.7275	0.2587	-1.9439	-0.0484	
15.210	0.7519	-0.5960	1.0149	-0.2015	-0.0043	0.3902	-0.0451	
15.240	0.0944	-0.6947	1.1464	-0.6946	-0.5631	-0.3330	-0.0490	
