% ref_X :3.0000
% max_spd :1.2000
% com_spd :0.6000
% repeat time :0.0000
% steady_interval :10.0000
% Time	A1	A2	A3	A4	A5	A6	Trigger	Speed	
36.291	0.1601	0.3574	-0.8919	-0.2015	0.2587	-0.1029	-0.0549	-0.0051	
36.322	0.1930	0.3902	0.5546	1.5409	0.7190	0.2916	-0.0536	-0.0051	
36.355	0.0286	-0.0700	1.4751	-0.3330	0.4560	1.5409	-0.0540	-0.0051	
36.392	0.4889	-0.0700	0.2916	-0.2015	-0.3330	-0.1029	-0.0513	-0.0051	
36.425	0.1272	-0.3002	0.2587	-0.3001	-0.1686	-0.2344	-0.0543	-0.0051	
36.459	-0.0043	0.5546	-1.1220	-0.2673	0.3245	-1.6151	-0.0487	-0.0051	
36.492	0.1930	-0.0043	-0.5632	-0.1029	-0.6618	-0.7275	-0.0523	-0.0051	
36.525	-0.1686	-0.0043	0.7519	-0.3330	-0.2673	0.3574	-0.0536	-0.0051	
36.558	-0.1358	-0.0700	-0.6618	-0.0043	-0.0043	-1.1549	-0.0503	-0.0051	
36.561	-0.4645	0.1601	-0.2673	-0.5960	0.6204	-0.9248	-0.0487	-0.0051	
36.563	0.1930	-0.4645	0.5217	-0.8919	-0.5303	-1.2206	-0.0546	-0.0051	
36.564	0.0286	-0.5632	0.0615	-0.5303	-0.7933	-0.9248	-0.0523	-0.0051	
36.565	0.0615	-0.4974	-0.3659	-0.3988	-1.2864	-1.0891	-0.0549	-0.0051	
36.567	-0.1029	-0.0700	-0.1686	-0.3659	-0.0371	-0.7604	-0.0497	-0.0051	
36.568	0.3902	0.0944	-0.0700	-0.2015	0.0286	0.3245	-0.0503	-0.0051	
36.590	0.2259	0.0944	1.6724	-0.0371	0.0286	1.1135	-0.0513	-0.0051	
36.626	0.0286	0.0286	-0.0043	-0.3001	0.0286	-0.5960	-0.0461	-0.0051	
36.658	0.0615	0.0615	0.5217	-0.0043	0.2259	-0.2673	-0.0543	-0.0051	
36.691	0.2916	0.1601	0.0615	0.0615	-0.0700	0.6532	-0.0530	-0.0051	
36.725	-0.3330	0.5875	0.2259	-0.3330	0.1930	-0.0043	-0.0625	-0.0051	
36.758	-0.1358	0.4889	0.3574	-0.6946	0.2259	0.1272	-0.0530	-0.0051	
36.791	0.3574	0.0286	0.3245	-0.3001	-0.0371	1.8696	-0.0536	-0.0051	
36.825	-0.1686	0.5217	-0.2344	-0.3001	-0.0043	-0.1358	-0.0556	-0.0051	
36.858	0.0944	0.1930	-0.3330	-0.1029	-0.0700	-0.3330	-0.0474	-0.0051	
36.892	0.2587	0.1601	0.3574	-0.3659	-0.0043	0.5875	-0.0602	-0.0051	
36.926	-0.3002	0.3245	0.5546	-0.5303	0.3574	0.3245	-0.0530	-0.0051	
36.959	-0.2344	0.6204	-0.2015	-0.4974	0.1601	-0.2344	-0.0543	-0.0051	
36.992	0.0286	0.3574	-0.8262	-0.3988	0.0944	-0.6946	-0.0546	-0.0051	
37.025	0.1272	0.3574	-0.5303	-0.0043	-0.1686	-2.2069	-0.0507	-0.0051	
37.058	0.4560	0.0944	-0.7275	-0.0043	-0.2015	0.0944	-0.0520	-0.0051	
37.091	0.1601	0.2259	0.8505	-0.3659	-0.0371	1.0149	-0.0533	-0.0051	
37.125	0.2259	-0.0700	-0.5303	-0.1029	-0.4645	0.3245	-0.0536	-0.0051	
37.158	0.2916	0.2259	-0.8919	0.0615	-0.1029	-0.7604	-0.0507	-0.0051	
37.192	-0.0043	0.3245	-0.5303	-0.3988	0.1601	-0.6289	-0.0480	-0.0051	
37.225	0.0944	0.0615	0.2587	-0.0371	-0.1029	0.0615	-0.0530	-0.0051	
37.227	0.3902	-0.4974	-0.1686	-0.1686	-0.4316	-0.3988	-0.0517	-0.0051	
37.229	-0.1029	-0.0371	0.0615	-0.9905	-0.1686	-1.5165	-0.0523	-0.0051	
37.250	0.1930	-0.5303	0.1930	-0.2673	-0.7275	-0.1358	-0.0517	-0.0051	
37.280	-0.1358	-0.1358	-0.4317	-0.3988	-1.0563	1.0806	-0.0530	-0.0051	
37.310	-0.1686	0.0615	0.4889	-0.3001	-0.3001	-0.1686	-0.0546	-0.0051	
37.342	-0.0043	0.5217	-0.2673	-0.3988	0.2916	-0.2015	-0.0546	-0.0051	
37.370	-0.2344	0.4560	-0.1029	-0.0043	-0.1358	0.5875	-0.0651	-0.0051	
37.400	-0.2673	0.1930	-0.7604	-0.3659	-0.5631	-0.6618	-0.0510	-0.0051	
37.430	-0.2015	0.1272	-0.8262	-0.9248	-0.0043	-2.3384	-0.0471	-0.0051	
37.460	0.2587	0.2587	-0.9577	-0.1686	-0.0371	-0.7275	-0.0523	-0.0051	
37.491	-0.1029	0.7519	-1.2864	-0.3988	0.1601	-0.1029	-0.0549	-0.0051	
