% Time	A1	A2	A3	A4	A5	A6	
6.215	0.6532	-0.0700	-0.6618	0.0944	0.1272	-0.0371	-0.0651	
6.249	1.3765	-0.6947	1.0149	-0.1358	0.3245	-0.1029	-0.0773	
6.282	0.6204	-0.4974	1.3107	-1.7466	0.1272	-0.1358	-0.0714	
6.314	1.0477	-0.5632	0.5217	-0.0371	0.0286	0.4560	-0.0688	
6.348	0.6204	-0.0043	-0.3659	-0.0043	-0.1029	0.5217	-0.0618	
6.382	0.9162	-0.7275	1.5737	-0.2673	0.6861	-0.3330	-0.0707	
6.415	0.2587	0.1272	0.0615	-0.1029	-0.0371	0.2259	-0.0704	
6.448	0.8176	-0.3002	-0.2015	-0.0043	0.0944	-0.1029	-0.1230	
6.482	0.3902	0.2259	-1.7138	0.3902	-0.5960	1.3436	-0.0569	
6.515	0.8834	-0.2673	-0.8919	-0.0371	0.1601	-0.0043	-0.0586	
6.548	0.5875	-0.4317	0.8176	-0.1029	0.0286	-0.3988	-0.0579	
6.582	1.1464	-0.5632	0.2916	-0.3659	0.4560	-0.9576	-0.0671	
6.615	0.7190	-1.0892	1.9025	-0.4645	-0.0043	-0.3001	-0.0638	
6.648	0.4231	0.4560	-1.6152	1.3436	-0.4316	1.5737	-0.0589	
6.681	1.0477	-0.8262	1.5409	-0.2673	-3.2589	-0.5631	-0.0546	
6.686	0.8176	-0.5960	0.9491	0.1272	-0.1029	1.3765	-0.0605	
6.687	0.3574	0.1272	0.0615	-0.3988	0.3245	0.1601	-0.0566	
6.689	0.3245	0.1601	0.6532	-0.2673	0.2259	-0.5631	-0.0533	
6.693	0.0944	-0.6618	0.8505	-0.9576	-0.2673	-1.4836	-0.0586	
6.723	0.4231	-0.2015	0.6861	-0.6946	-0.1029	-0.5960	-0.0609	
6.753	0.9491	-0.5632	1.6724	0.1930	-0.0371	0.9162	-0.0750	
6.783	0.8834	-0.6289	2.4614	-0.1358	0.1272	0.2916	-0.0734	
6.815	0.8834	-0.3988	0.0286	0.0615	0.2259	-0.4974	-0.0678	
6.849	0.8505	-1.2864	0.6204	-0.2344	0.5217	-1.1220	-0.0632	
6.881	0.5217	-0.1358	0.2587	-0.0371	-0.0371	0.0615	-0.0727	
6.915	1.5737	-0.8919	1.1464	-0.3659	0.3902	-0.9248	-0.0799	
6.948	1.1464	-0.3002	-0.0700	-0.2015	-0.2015	0.3574	-0.0835	
6.982	1.1464	-0.4645	0.5217	-0.3001	0.4889	-11.9051	-0.0697	
7.015	0.9162	-0.3002	1.4422	-0.3001	0.3574	-0.6289	-0.0638	
7.048	0.9820	-0.4317	0.4231	-0.1029	-0.0371	2.2641	-0.0632	
