% Time	A1	A2	A3	A4	A5	A6	
11.220	0.2587	0.3902	-0.9248	-0.0371	-0.5303	0.6861	-0.0178	
11.250	0.7190	-0.4645	-1.6809	-0.1686	-0.4974	-0.9905	-0.0178	
11.280	0.5546	-0.4645	-0.5632	-0.7275	-0.1686	-6.1848	-0.0211	
11.310	0.8505	-0.0700	-0.6289	-0.3988	0.1930	-0.3330	-0.0194	
11.340	3.9736	0.1272	-0.0043	-0.1686	-0.2015	0.8176	-0.0185	
11.370	0.4560	-0.1029	-0.5960	-0.3001	-0.0043	-0.7275	-0.0188	
11.400	0.0615	-0.5303	-0.0371	-0.7933	-0.3988	-1.2864	-0.0257	
11.430	0.3574	0.0944	-1.5823	-0.1686	-0.5631	0.1601	-0.0198	
11.460	0.7847	-0.4645	0.6204	-0.8919	-0.0700	-1.3850	-0.0198	
11.490	1.0806	0.1930	0.2259	-0.2015	0.3245	1.2121	-0.0185	
11.520	0.4560	-0.2015	0.5875	-0.3330	-0.2344	-0.4645	-0.0194	
11.550	-0.3659	-0.0371	-0.2344	-0.8261	0.0286	-1.3521	-0.0191	
11.580	0.4560	-0.3002	-1.6809	-0.3659	-1.0563	-0.8261	-0.0162	
11.610	0.8505	-0.3002	-0.7604	0.1930	0.0286	-1.9768	-0.0188	
11.640	0.8834	-0.5632	3.1517	-0.0700	0.0944	0.3902	-0.0293	
11.670	0.3574	-0.5303	0.6532	-0.3001	-0.4316	0.4560	-0.0224	
11.700	-0.1029	0.0286	-1.3850	1.7052	-0.6289	-0.6289	-0.0185	
11.730	-0.1358	0.5546	-2.8315	-0.1686	-0.7933	0.4889	-0.0162	
11.760	-2.2727	0.3574	-2.2069	-0.4316	-0.7275	0.1601	-0.0191	
11.790	0.8176	-0.8919	0.5875	-0.1029	-0.4316	0.1930	-0.0211	
11.820	0.8176	-0.0043	-2.2727	0.2587	-0.1358	-0.6289	-0.0109	
11.850	0.0615	-0.1358	-0.8919	-0.6289	-0.7604	-0.4645	-0.0247	
11.880	0.6204	-0.1686	-1.0892	0.4231	-0.1358	-1.4508	-0.0181	
11.910	0.7519	-0.3002	0.2916	-0.0371	0.3574	-1.7795	-0.0171	
11.940	1.1792	-0.3659	1.6395	-0.6618	0.9820	-0.4316	-0.0198	
11.970	0.3574	-0.6947	-0.2344	-0.4316	-0.3330	-1.1549	-0.0181	
12.000	0.9162	-1.0892	-0.3659	-0.3988	-0.8590	1.5737	-0.0231	
12.030	2.3627	-0.8919	1.5080	-0.7604	-0.2673	-0.4316	-0.0162	
12.060	-0.0043	-0.1029	-0.6618	-0.7275	-0.3659	-3.0617	-0.0171	
12.090	0.8505	-0.1686	-1.6480	-0.1686	0.0286	-0.9248	-0.0155	
12.124	1.1135	-0.5632	0.3245	0.2259	0.1930	0.3245	-0.0152	
12.150	0.0286	-0.4317	-0.5960	-0.5631	-0.4316	-2.5356	-0.0188	
12.180	0.7519	-0.7275	0.5217	-0.4645	-0.2015	-1.1549	-0.0145	
12.210	1.2779	-0.5303	-0.2015	0.3574	-1.6151	0.1601	-0.0211	
12.240	0.7519	0.1272	-1.2535	0.0286	-0.7275	0.9820	-0.0155	
12.270	0.0944	-0.2673	-0.0043	-0.5303	-0.1358	-0.6946	-0.0168	
12.300	0.6204	-0.9577	1.0806	0.1930	-0.4316	-1.3193	-0.0178	
12.330	0.6204	-0.2015	-0.8262	-0.3988	-0.1358	-0.5631	-0.0165	
12.360	0.0944	0.0944	-3.3575	-0.2673	-0.8261	-1.0234	-0.0168	
12.390	0.8834	-0.8590	-0.1686	-0.0371	0.5546	-0.8590	-0.0165	
12.420	0.3245	-0.5303	0.7847	-0.4974	-0.4974	0.3245	-0.0300	
12.450	0.4889	-0.1358	-2.2069	-0.5631	-0.7275	-0.6289	-0.0198	
12.480	0.1930	-0.0371	-1.4837	-0.0371	0.0615	-0.4316	-0.0188	
12.510	0.3902	-0.3330	0.4231	-0.4316	0.5546	0.5217	-0.0188	
12.540	0.7190	-0.1029	-4.4095	0.4560	0.1601	0.1601	-0.0237	
12.570	0.5217	-0.0371	-0.5632	-0.3988	-0.1029	-0.5631	-0.0191	
12.600	0.4889	-0.5303	-1.3522	-0.3330	-0.3330	-1.9439	-0.0178	
12.630	0.7190	-0.2344	-0.9577	-0.1358	-0.0700	-1.0891	-0.0145	
12.660	0.1930	-0.4645	-0.6618	-0.4974	-0.3659	-0.4974	-0.0168	
12.690	0.9491	-0.3988	0.2916	0.0944	0.4889	-0.1686	-0.2755	
12.720	0.4231	0.2587	-1.6152	0.2916	0.0944	0.5875	-0.0148	
12.750	0.3902	-0.8919	-2.3384	-0.4974	-0.3001	-1.8453	-0.0208	
