% Time	A1	A2	A3	A4	A5	A6	
8.752	0.6204	-0.3002	-0.3002	-0.0043	0.1601	-0.3001	
8.764	0.6861	-0.1358	-0.0700	0.1930	0.2259	6.8337	
8.778	0.7847	-0.2673	-0.1686	-0.3001	0.5217	-0.3988	
8.796	0.7519	-0.1686	-0.3330	-0.2015	-0.1686	-1.1878	
8.811	0.6532	-0.1686	-0.2344	0.0944	0.0286	-0.3330	
8.831	0.7190	-0.2015	-0.1686	-0.2673	-0.0371	-0.2673	
8.843	0.7519	-0.2015	-0.3330	-0.3330	-0.1358	-0.3988	
8.863	0.7847	-0.3002	-0.1686	-1.0234	-0.1358	-0.1358	
8.872	0.7190	-0.2015	-0.1358	-0.3659	-0.0700	3.9736	
8.888	0.6861	-0.4317	-0.5632	-0.3001	-0.2344	-0.2673	
8.903	0.7847	-0.2673	-0.3002	0.0615	-0.2015	-0.3659	
8.923	0.6861	-0.6947	-0.4645	-0.3659	-0.3001	0.1601	
8.936	0.6861	-0.2015	-0.5303	0.4560	0.7190	-0.3001	
8.950	0.6861	-0.2015	-0.3002	-0.3330	-0.1029	-0.3659	
8.966	0.7519	-0.1686	-0.2015	-0.2015	-0.1029	-0.3001	
8.982	1.0149	-0.1029	-0.0371	-0.0371	0.1601	-0.1358	
8.996	0.7847	-0.2015	-0.2015	-0.3330	-0.0371	-0.2344	
9.015	0.8176	-0.2673	-0.2673	-0.3001	-0.1686	-3.3575	
9.028	0.7519	-0.2673	-0.3330	-0.3330	-0.2344	-0.4316	
9.047	0.7190	-0.0700	-0.3002	-0.4645	-0.0371	-0.2015	
9.060	0.7519	-0.3002	-0.3330	-0.2344	-0.1686	-0.3330	
9.075	0.5546	-0.8262	-0.3659	-0.4974	-0.2015	-0.1029	
9.091	0.7847	0.4889	-0.3988	-0.2673	-0.1686	-1.0234	
9.107	0.6204	-0.3002	-0.5303	-0.3659	-0.2344	-0.5303	
9.123	0.7190	-0.3330	-0.3659	-0.2344	-0.2015	1.5737	
9.143	0.6861	-0.3659	-0.1029	-0.2673	-0.2015	-0.3330	
9.154	0.5546	0.0944	-0.1358	-0.8590	-0.0043	-0.2673	
9.170	0.6204	-0.2015	-0.4645	-0.1029	-0.0371	-0.3659	
9.186	0.6204	-0.2344	-0.8262	-0.3001	-0.2344	-0.3988	
9.205	0.6532	-0.3330	-0.3659	-0.3659	-0.3001	-0.3659	
9.217	0.6861	-0.1686	-0.3988	-0.3330	-0.1358	-0.4316	
9.238	0.7519	-0.1686	-0.3988	-0.2673	-0.1029	-1.5494	
9.248	1.0477	-0.0700	-0.1358	-0.1029	0.0286	-0.2344	
9.263	0.7190	-0.2344	-3.6205	-0.2344	-0.2673	-0.3001	
9.278	0.6204	-0.4317	-0.2673	-0.3330	-0.2673	-0.1029	
9.294	0.7519	-0.1029	-0.8590	-0.1686	-0.0043	-0.2344	
9.310	0.6532	-0.3988	-0.3002	-0.3659	-0.2344	-0.2344	
9.330	0.7519	-1.6152	-0.3002	-0.3001	-0.1358	0.2916	
9.342	0.7519	-0.3002	-0.3002	-0.4316	-0.1686	-0.4316	
9.356	0.5875	-0.3988	-0.6289	-0.3330	-0.2344	0.7190	
9.372	0.6204	-0.3002	-0.3002	0.7519	-0.1029	-0.4645	
9.392	0.6204	-0.1686	-0.3988	-0.3001	-0.1029	-0.3659	
9.405	0.8505	-0.2344	-0.3988	-0.1358	-0.0371	0.0615	
9.420	0.6861	-0.1686	-0.3659	-0.3001	-0.2015	0.1272	
9.436	0.6204	-0.2015	-0.2015	-0.4316	0.6532	-0.3001	
9.450	0.8176	-0.2673	-0.3002	-0.4316	-0.1686	-0.3988	
9.466	0.6204	-0.3988	-0.3988	-0.5631	-0.1686	-0.3001	
9.483	0.7190	-0.1358	-0.4317	-0.2015	-0.1029	-0.3659	
9.497	0.6861	-0.3002	-0.3002	-0.3659	-0.1358	-8.3874	
9.516	0.8176	-0.2344	-0.2344	-0.1686	-0.1686	-0.1029	
9.530	0.7190	0.1272	-0.2015	-0.3330	-0.1029	-0.8261	
9.544	0.7847	-0.1358	-0.3659	-0.2344	-0.4645	-0.2673	
9.561	0.6861	-0.1686	-0.3659	-0.3001	-0.0700	-0.4645	
9.581	1.4422	-0.1686	-0.1686	-0.3001	-0.3001	-0.4316	
9.593	0.7519	-0.2015	-0.1358	-0.3659	-0.1686	-0.2344	
9.606	0.6861	-0.2015	-0.7275	-0.3330	-0.2015	-0.4645	
9.622	0.8834	-0.1358	-0.3002	-0.3330	-0.1686	-0.3330	
9.637	0.6532	-0.3002	-0.3002	-0.3659	-0.1358	-0.0371	
9.657	0.7190	-0.2344	-1.7467	-0.2673	-0.1358	-0.3330	
9.677	0.7847	-0.2015	-0.3002	-0.3659	-0.1686	-0.4316	
9.689	0.6861	-0.0371	-0.2673	-0.2344	-0.1686	-0.2344	
9.703	0.7190	-0.0371	-0.2344	-0.2673	-0.0700	-0.4974	
9.716	0.8176	-0.2344	-0.2344	-0.2344	-0.1358	-0.3330	
9.731	0.6861	-0.3002	-0.2673	-0.1686	-0.0371	-0.3330	
9.746	0.7519	-0.3659	-0.0371	-0.2344	0.4231	-0.3988	
9.766	0.6532	-0.3659	-0.3659	-0.3659	-0.1029	-0.2673	
9.779	0.7847	-0.2015	-0.3002	-0.3001	0.2259	-0.3001	
9.796	1.0477	0.1601	-0.1029	-0.0371	0.0286	-0.5303	
9.811	0.8505	-0.1358	0.1601	0.1601	-0.1358	-0.2673	
9.825	0.7519	-0.2015	-0.4974	-0.6289	-0.1029	-0.3659	
9.841	1.0806	-0.2015	-0.1686	-0.1029	-0.1358	-0.2015	
9.861	0.9162	-0.0371	-0.2015	-0.1029	0.3245	-0.6618	
9.872	0.6204	-0.3659	-0.4974	-0.3001	0.1272	-0.3988	
9.889	0.3245	-0.5632	-0.2344	-0.4316	-0.4645	-0.6618	
9.904	0.7847	-0.2673	-0.3988	-1.8453	-0.1358	-0.4316	
9.919	0.6861	-0.2673	-0.2015	-0.3001	-0.2344	-0.3330	
9.936	0.9162	0.0615	-0.2015	-0.1029	0.1272	-0.2015	
9.950	0.7190	-0.1358	-0.3002	-0.3659	-0.1686	-0.4316	
9.967	0.8176	0.0615	-0.1029	-0.1686	0.0944	-0.0700	
9.983	0.8834	-0.1029	-0.0700	-0.1029	-0.0371	-0.2015	
9.997	0.7847	-0.2673	-0.2673	-0.3001	-0.7604	-0.1686	
10.012	0.9491	-0.0371	2.3627	-0.1358	0.1272	-0.0700	
10.033	0.8176	-0.2673	-0.2673	-0.2673	-0.1029	-0.3330	
10.048	0.6861	0.1272	-0.1686	-0.3001	0.0286	-0.4974	
10.060	0.6861	-0.3330	-0.3330	-1.0234	-0.3988	-0.2673	
10.080	0.8834	0.0944	-0.2673	-0.2015	-0.1686	-0.3001	
10.093	0.7190	-0.3002	-0.3002	-0.3988	-0.1358	-0.3001	
10.107	0.6204	-0.3002	0.2587	-0.4316	-0.2344	-0.4645	
