% Time	SBX	SBY	SBZ	FRX	FRY	FRZ	FLX	FLY	FLZ	WRX	WRY	WRZ	WLX	WLY	WLZ	SpdCom	ax	ay	az	gx	gy	gz	mx	my	mz	Angle	headZ
2.767	0.1545	0.6064	3.2624	0.1168	-0.0390	3.5638	-0.0159	0.0518	3.5105	0.3277	0.3947	2.9880	-0.0882	0.6012	3.0278	0.0926	0.9859	2.7141	0.0848	0.6144	3.2474	0.000	
2.800	0.1553	0.6042	3.2587	0.1157	-0.0415	3.5636	-0.0181	0.0619	3.4739	0.3317	0.3953	2.9927	-0.0876	0.6056	3.0227	0.0933	0.9829	2.7085	0.0860	0.6131	3.2444	0.000	
2.833	0.1499	0.6052	3.2551	0.1153	-0.0418	3.5596	-0.0745	-0.0061	3.4141	0.3357	0.3959	2.9969	-0.0866	0.6060	3.0184	0.0957	0.9786	2.6980	0.0782	0.6155	3.2393	0.000	
2.867	0.1434	0.6012	3.2511	0.1137	-0.0449	3.5566	-0.0709	-0.0064	3.3701	0.3381	0.3954	3.0041	-0.0863	0.5666	3.0081	0.0957	0.9780	2.6979	0.0718	0.6113	3.2340	0.000	
2.900	0.1395	0.5996	3.2466	0.1135	-0.0450	3.5519	-0.0271	0.0404	3.3820	0.3396	0.3937	3.0142	-0.0860	0.5681	2.9992	0.0986	0.9697	2.6786	0.0675	0.6101	3.2287	0.000	
2.933	0.1347	0.5969	3.2403	0.1124	-0.0483	3.5463	-0.0388	0.0160	3.3338	0.3393	0.3967	3.0212	-0.0859	0.5675	2.9864	0.0981	0.9687	2.6809	0.0622	0.6074	3.2203	0.000	
2.967	0.1331	0.5984	3.2364	0.1119	-0.0470	3.5395	-0.0399	-0.0281	3.2871	0.3372	0.3979	3.0268	-0.0869	0.5668	2.9779	0.1241	0.9554	2.6639	0.0600	0.6088	3.2153	0.000	
3.000	0.1316	0.5950	3.2290	0.1112	-0.0474	3.5357	-0.0377	-0.0369	3.2632	0.3347	0.4136	3.0293	-0.0864	0.5626	2.9710	0.1074	0.9547	2.6670	0.0586	0.6048	3.2070	0.000	
3.033	0.1335	0.5908	3.2236	0.1107	-0.0475	3.5325	-0.0220	-0.0289	3.2223	0.3168	0.4449	3.0091	-0.0903	0.5629	2.9632	0.1041	0.9508	2.6634	0.0603	0.6005	3.2022	0.000	
3.067	0.1335	0.5913	3.2201	0.1124	-0.0460	3.5290	-0.0208	-0.0535	3.1933	0.3131	0.4462	3.0084	-0.0938	0.5640	2.9507	0.0952	0.9426	2.6351	0.0596	0.6008	3.1979	0.000	
