% Time	SBX	SBY	SBZ	FRX	FRY	FRZ	FLX	FLY	FLZ	WRX	WRY	WRZ	WLX	WLY	WLZ	SpdCom	ax	ay	az	gx	gy	gz	mx	my	mz	Angle
0.033	0.0748	-0.2047	1.6445	0.2159	-1.0385	1.8112	-0.0370	-1.0510	1.8149	0.3088	-0.1500	1.6110	-0.2566	-0.2212	1.5979	0.000	-25.382	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.066	0.0747	-0.2046	1.6446	0.2188	-1.0278	1.8054	-0.0344	-1.0556	1.8173	0.3088	-0.1498	1.6110	-0.2565	-0.2211	1.5979	0.000	-25.076	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.133	0.0747	-0.2046	1.6446	0.2128	-1.0384	1.8114	-0.0350	-1.0580	1.8189	0.3088	-0.1490	1.6105	-0.2566	-0.2213	1.5968	0.000	-13.451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.166	0.0746	-0.2046	1.6446	0.2138	-1.0361	1.8094	0.0243	-1.0235	1.9531	0.3087	-0.1503	1.6113	-0.2564	-0.2220	1.5960	0.000	-32.076	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.233	0.0746	-0.2046	1.6448	0.1651	-1.0124	1.9365	0.0272	-1.0294	1.9508	0.3091	-0.1499	1.6121	-0.2565	-0.2221	1.5966	0.000	-12.505	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.300	0.0746	-0.2046	1.6448	0.2135	-1.0390	1.8111	-0.0327	-1.0637	1.8263	0.3089	-0.1520	1.6136	-0.2567	-0.2223	1.5965	0.000	-15.570	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.366	0.0746	-0.2046	1.6448	0.2133	-1.0417	1.8130	-0.0361	-1.0571	1.8221	0.3088	-0.1520	1.6136	-0.2551	-0.2203	1.5915	0.000	-11.890	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.400	0.0746	-0.2047	1.6449	0.1702	-1.0216	1.9392	0.0385	-1.0065	1.9490	0.3088	-0.1520	1.6137	-0.2552	-0.2200	1.5916	0.000	-24.189	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.466	0.0747	-0.2046	1.6448	0.2136	-1.0426	1.8154	-0.0365	-1.0580	1.8230	0.3089	-0.1503	1.6125	-0.2553	-0.2202	1.5938	0.000	-19.541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.533	0.0748	-0.2047	1.6449	0.2135	-1.0432	1.8153	-0.0373	-1.0569	1.8221	0.3089	-0.1514	1.6133	-0.2559	-0.2196	1.5954	0.000	-12.188	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.600	0.0747	-0.2046	1.6448	0.2277	-1.0518	1.8816	0.0193	-1.0255	1.9487	0.3089	-0.1504	1.6126	-0.2567	-0.2212	1.5978	0.000	-11.058	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.633	0.0748	-0.2046	1.6449	0.1550	-1.0186	1.9375	0.0070	-1.0327	1.9569	0.3089	-0.1485	1.6115	-0.2569	-0.2213	1.5983	0.000	-24.205	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.700	0.0748	-0.2046	1.6449	0.1734	-0.9995	1.9369	0.0350	-1.0059	1.9629	0.3087	-0.1478	1.6110	-0.2573	-0.2218	1.5970	0.000	-11.327	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
