% Time	SBX	SBY	SBZ	FRX	FRY	FRZ	FLX	FLY	FLZ	WRX	WRY	WRZ	WLX	WLY	WLZ	head x	head y	head z	hip x	hip y	hip z	³ß		diff z	diff y	slope
3.634	0.0471	0.4679	2.577	0.0969	-0.1607	2.9745	-0.0425	-0.1118	2.9441	0.3172	0.4215	2.4582	-0.1746	0.4289	2.4558	0.0625	0.9393	2.0789	-0.0234	0.4635	2.5429	0		0.464	0.4758	44.28063985
3.667	0.0483	0.4649	2.5721	0.0961	-0.1611	2.9734	-0.0458	-0.1263	2.9357	0.3184	0.4184	2.4535	-0.174	0.4267	2.4516	0.0635	0.9364	2.0739	-0.0223	0.4605	2.5386	0		0.4647	0.4759	44.31779459
3.7	0.0466	0.4599	2.5656	0.0956	-0.1599	2.9677	-0.0463	-0.1473	2.9297	0.3197	0.4141	2.4467	-0.173	0.4241	2.4479	0.0645	0.9328	2.0699	-0.0239	0.4549	2.5315	0		0.4616	0.4779	44.00603777
3.734	0.046	0.4515	2.5559	0.0955	-0.1633	2.9669	-0.0466	-0.1766	2.9542	0.3198	0.411	2.4449	-0.1725	0.421	2.4433	0.0652	0.9303	2.0654	-0.0241	0.4487	2.5237	0		0.4583	0.4816	43.57993585
3.767	0.042	0.4473	2.552	0.0946	-0.1664	2.9658	-0.0462	-0.1834	2.9506	0.3194	0.4074	2.4432	-0.1721	0.4175	2.4377	0.0649	0.9286	2.064	-0.0283	0.4445	2.5183	0		0.4543	0.4841	43.18111613
3.8	0.0398	0.4448	2.5495	0.103	-0.1101	2.8831	-0.0471	-0.1847	2.9503	0.3173	0.4036	2.4414	-0.1721	0.4129	2.435	0.0649	0.9272	2.0626	-0.0307	0.4413	2.5149	0		0.4523	0.4859	42.94892798
3.834	0.0357	0.4409	2.5428	0.1031	-0.1108	2.8821	-0.0476	-0.1842	2.95	0.3127	0.4011	2.4389	-0.1703	0.4071	2.4253	0.064	0.926	2.0587	-0.0347	0.437	2.5081	0		0.4494	0.489	42.58358112
3.867	0.0348	0.4381	2.5383	0.0958	-0.1296	2.9157	-0.0482	-0.1841	2.9497	0.3083	0.3978	2.4371	-0.1702	0.4041	2.4204	0.0629	0.9248	2.0565	-0.0355	0.4348	2.504	0		0.4475	0.49	42.40436846
3.9	0.0342	0.4342	2.5335	0.0988	-0.1138	2.873	-0.0507	-0.1829	2.9524	0.3014	0.3948	2.4357	-0.1707	0.3995	2.413	0.062	0.924	2.0546	-0.0361	0.4312	2.4987	0		0.4441	0.4928	42.02444714
3.934	0.0337	0.4305	2.5289	0.099	-0.116	2.8714	-0.0509	-0.1829	2.9527	0.2958	0.3919	2.4339	-0.1705	0.3962	2.4079	0.0601	0.9233	2.0525	-0.0366	0.4272	2.4936	0		0.4411	0.4961	41.64142372
3.967	0.0332	0.4273	2.525	0.1036	-0.1175	2.8648	-0.0512	-0.1834	2.9533	0.2896	0.3894	2.432	-0.1742	0.3926	2.403	0.058	0.9222	2.0499	-0.037	0.4243	2.4899	0		0.44	0.4979	41.46740489
4	0.0338	0.4236	2.5215	0.1055	-0.1191	2.8636	-0.0534	-0.1838	2.9528	0.2785	0.3857	2.4293	-0.1756	0.3883	2.4002	0.0558	0.921	2.0476	-0.0365	0.4205	2.4868	0		0.4392	0.5005	41.26767909
4.034	0.0347	0.4217	2.5197	0.1098	-0.1193	2.8584	-0.0533	-0.1842	2.952	0.2738	0.3835	2.4282	-0.1769	0.383	2.3955	0.0531	0.9184	2.0454	-0.0357	0.4183	2.4852	0		0.4398	0.5001	41.32917646
4.067	0.0353	0.4191	2.5169	0.1013	-0.1232	2.8956	-0.051	-0.2189	2.9872	0.2668	0.3809	2.4263	-0.1786	0.3794	2.3918	0.0507	0.9169	2.0428	-0.0351	0.4152	2.4821	0		0.4393	0.5017	41.2061319
4.1	0.0357	0.4163	2.5139	0.0861	-0.2132	3.0067	-0.0505	-0.2192	2.9868	0.2596	0.3773	2.4226	-0.1797	0.376	2.3899	0.049	0.916	2.0416	-0.0348	0.4124	2.4796	0		0.438	0.5036	41.01471993
4.134	0.0351	0.415	2.5121	0.0864	-0.2125	3.0059	-0.0529	-0.187	2.9483	0.2555	0.3762	2.4217	-0.1802	0.3737	2.3877	0.0473	0.915	2.041	-0.0353	0.4106	2.4774	0		0.4364	0.5044	40.86591257
4.167	0.0345	0.4139	2.5105	0.0863	-0.2125	3.005	-0.0502	-0.2212	2.9869	0.251	0.3748	2.4194	-0.1811	0.3714	2.3859	0.0444	0.9136	2.0385	-0.036	0.4091	2.4751	0		0.4366	0.5045	40.87328245
4.2	0.034	0.4125	2.5085	0.0863	-0.2125	3.0044	-0.0524	-0.1822	2.9406	0.2486	0.3737	2.4182	-0.1817	0.3707	2.3851	0.0436	0.9128	2.0376	-0.0364	0.4073	2.4726	0		0.435	0.5055	40.71311842
4.234	0.0334	0.4105	2.5063	0.0989	-0.1247	2.8933	-0.0522	-0.1827	2.9403	0.2481	0.3727	2.4177	-0.1823	0.3687	2.3852	0.0425	0.9124	2.0361	-0.0372	0.405	2.4703	0		0.4342	0.5074	40.55476568
4.267	0.0372	0.4068	2.501	0.1131	-0.1218	2.8502	-0.0522	-0.1825	2.9397	0.248	0.3727	2.4168	-0.1833	0.368	2.3843	0.0413	0.9116	2.0345	-0.0325	0.3997	2.4641	0		0.4296	0.5119	40.00426241
4.3	0.0364	0.4056	2.4999	0.1136	-0.1222	2.8505	-0.0491	-0.2228	2.9866	0.2484	0.3718	2.4159	-0.1845	0.367	2.384	0.0404	0.9111	2.0328	-0.0334	0.3988	2.4634	0		0.4306	0.5123	40.04782815
4.334	0.0364	0.4039	2.4977	0.1149	-0.1224	2.8502	-0.0489	-0.2229	2.9857	0.2497	0.3715	2.4152	-0.1846	0.3669	2.3838	0.0394	0.9101	2.0294	-0.0334	0.3968	2.4612	0		0.4318	0.5133	40.07133376
4.367	0.0345	0.4032	2.4968	0.1155	-0.1226	2.8503	-0.0522	-0.1818	2.936	0.2522	0.372	2.4149	-0.1846	0.3668	2.3836	0.0392	0.9098	2.0279	-0.0358	0.3966	2.4598	0		0.4319	0.5132	40.08336929
4.4	0.031	0.4024	2.4955	0.1166	-0.1225	2.8507	-0.0522	-0.1819	2.9359	0.2539	0.3734	2.4158	-0.1843	0.3673	2.3846	0.0381	0.9096	2.0259	-0.0393	0.3967	2.4585	0		0.4326	0.5129	40.14559816
4.434	0.0304	0.4019	2.4942	0.0966	-0.1288	2.8951	-0.0493	-0.2232	2.9855	0.2566	0.3734	2.4154	-0.1842	0.3677	2.384	0.0373	0.9094	2.0232	-0.0398	0.3966	2.4574	0		0.4342	0.5128	40.2553858
4.467	0.029	0.4024	2.4939	0.0855	-0.2137	3.0023	-0.0532	-0.1812	2.9357	0.2597	0.3751	2.4167	-0.1839	0.3681	2.3841	0.0373	0.9095	2.0225	-0.0415	0.3971	2.4569	0		0.4344	0.5124	40.29045061
4.5	0.0278	0.403	2.4935	0.0913	-0.1396	2.9068	-0.0535	-0.1805	2.9352	0.2619	0.3761	2.4168	-0.1837	0.3688	2.3843	0.0368	0.9092	2.0212	-0.0429	0.3978	2.4567	0		0.4355	0.5114	40.4171805
4.534	0.0266	0.4031	2.493	0.0852	-0.2142	3.0021	-0.0535	-0.1803	2.9348	0.2637	0.3766	2.4167	-0.183	0.3691	2.3845	0.0364	0.909	2.0195	-0.044	0.398	2.4564	0		0.4369	0.511	40.53011865
4.567	0.0246	0.4034	2.4926	0.0905	-0.156	2.9287	-0.0493	-0.2235	2.9852	0.2651	0.3776	2.4167	-0.1824	0.3702	2.3852	0.0357	0.9092	2.0185	-0.0464	0.3983	2.4561	0		0.4376	0.5109	40.58097011
4.6	0.0238	0.4036	2.4923	0.0906	-0.156	2.9287	-0.0494	-0.2237	2.986	0.2657	0.3782	2.4163	-0.1823	0.3709	2.3857	0.0349	0.9095	2.0175	-0.0472	0.3987	2.456	0		0.4385	0.5108	40.64468235
4.634	0.0213	0.4034	2.4918	0.0905	-0.1557	2.928	-0.0532	-0.1803	2.9351	0.2668	0.3783	2.416	-0.1825	0.3711	2.3861	0.034	0.909	2.0164	-0.0498	0.3984	2.4554	0		0.439	0.5106	40.68804764
4.667	0.0202	0.4034	2.4913	0.088	-0.1552	2.9274	-0.053	-0.181	2.9356	0.2667	0.3787	2.4157	-0.1831	0.3711	2.3863	0.0331	0.9083	2.0158	-0.0506	0.3984	2.4551	0		0.4393	0.5099	40.74626279
4.7	0.0197	0.4035	2.4915	0.09	-0.1437	2.9115	-0.0531	-0.1812	2.9348	0.2664	0.3787	2.4155	-0.1838	0.3713	2.3871	0.0325	0.908	2.0157	-0.0512	0.3984	2.4553	0		0.4396	0.5096	40.78228252
4.734	0.0189	0.4033	2.4913	0.0897	-0.1425	2.9104	-0.0531	-0.1813	2.9347	0.2657	0.3784	2.4153	-0.1848	0.3713	2.3875	0.0315	0.9072	2.0148	-0.0519	0.3984	2.4552	0		0.4404	0.5088	40.87835138
4.767	0.0188	0.4032	2.4912	0.0936	-0.1314	2.896	-0.0535	-0.1807	2.9345	0.2635	0.3777	2.4142	-0.1852	0.3715	2.3879	0.0302	0.9066	2.014	-0.0521	0.3983	2.4552	0		0.4412	0.5083	40.95769781
4.8	0.0181	0.4029	2.491	0.113	-0.123	2.8392	-0.0533	-0.1812	2.9347	0.262	0.3769	2.4129	-0.1872	0.3717	2.388	0.0291	0.906	2.0134	-0.0528	0.398	2.455	0		0.4416	0.508	41.00015015
4.834	0.0179	0.4028	2.491	0.113	-0.1226	2.8404	-0.0538	-0.1812	2.9332	0.2567	0.3743	2.4108	-0.1886	0.3717	2.3881	0.0282	0.9055	2.0134	-0.053	0.3978	2.4551	0		0.4417	0.5077	41.02333326
4.867	0.0182	0.402	2.4906	0.1134	-0.1224	2.8406	-0.0538	-0.1806	2.9326	0.2537	0.3733	2.4102	-0.1897	0.3719	2.3882	0.0276	0.9054	2.0131	-0.0525	0.3966	2.4545	0		0.4414	0.5088	40.94266643
4.9	0.0203	0.4	2.4889	0.0974	-0.1193	2.8817	-0.0538	-0.181	2.9331	0.2492	0.372	2.4089	-0.1918	0.3717	2.3881	0.0267	0.9052	2.013	-0.0499	0.3938	2.4531	0		0.4401	0.5114	40.71458915
4.934	0.0202	0.3998	2.4888	0.084	-0.2134	3.0028	-0.0541	-0.1799	2.9316	0.246	0.3706	2.4079	-0.1939	0.3713	2.3871	0.0257	0.9049	2.0129	-0.0501	0.3936	2.4533	0		0.4404	0.5113	40.73943417
4.967	0.0195	0.3995	2.4887	0.0977	-0.1326	2.8999	-0.0498	-0.2247	2.9852	0.243	0.3696	2.4073	-0.1959	0.371	2.387	0.025	0.905	2.013	-0.0509	0.3932	2.453	0		0.44	0.5118	40.68600534
5	0.0196	0.3993	2.4885	0.1038	-0.1324	2.9008	-0.0502	-0.2251	2.9862	0.2393	0.369	2.4071	-0.1981	0.3708	2.3868	0.0239	0.9046	2.0128	-0.0508	0.393	2.4531	0		0.4403	0.5116	40.71638323
5.034	0.0197	0.3978	2.4876	0.0982	-0.1326	2.902	-0.056	-0.1725	2.9229	0.2377	0.3684	2.4071	-0.1989	0.3703	2.3866	0.0232	0.9047	2.0126	-0.0508	0.3908	2.4521	0		0.4395	0.5139	40.53788083
5.067	0.0196	0.3977	2.4876	0.1032	-0.1293	2.8968	-0.0563	-0.1729	2.9235	0.2327	0.366	2.4031	-0.1999	0.3701	2.3864	0.0226	0.9045	2.0125	-0.0509	0.3908	2.4522	0		0.4397	0.5137	40.56177462
5.1	0.0194	0.3974	2.4873	0.1037	-0.1251	2.8913	-0.0506	-0.2254	2.9869	0.2318	0.3659	2.4032	-0.201	0.3699	2.3861	0.0222	0.9042	2.012	-0.051	0.3906	2.452	0		0.44	0.5136	40.58659211
5.134	0.0194	0.3974	2.4873	0.1219	-0.121	2.8454	-0.0544	-0.1875	2.9409	0.232	0.3675	2.4063	-0.2018	0.3694	2.3857	0.0216	0.9042	2.0121	-0.0511	0.3906	2.452	0		0.4399	0.5136	40.58015772
5.167	0.019	0.3965	2.4865	0.1038	-0.1229	2.889	-0.0551	-0.1837	2.9363	0.2329	0.3687	2.4083	-0.202	0.3692	2.3856	0.0212	0.904	2.0119	-0.0514	0.3893	2.451	0		0.4391	0.5147	40.46810229
5.2	0.019	0.3967	2.4867	0.103	-0.1287	2.897	-0.0551	-0.1797	2.9317	0.2332	0.3693	2.4089	-0.2027	0.3689	2.3851	0.021	0.9037	2.0116	-0.0514	0.3895	2.4513	0		0.4397	0.5142	40.53424017
5.234	0.0187	0.3972	2.4875	0.1032	-0.1321	2.901	-0.0553	-0.1795	2.9313	0.2345	0.3697	2.4099	-0.203	0.3685	2.3852	0.0206	0.9032	2.0116	-0.0517	0.3899	2.4521	0		0.4405	0.5133	40.63528935
5.267	0.0182	0.397	2.4877	0.103	-0.1322	2.9019	-0.0557	-0.1782	2.9296	0.2348	0.3704	2.4109	-0.2032	0.3681	2.3851	0.0204	0.903	2.0116	-0.0523	0.3899	2.4523	0		0.4407	0.5131	40.65917936
5.3	0.0178	0.3969	2.4878	0.1032	-0.1313	2.9003	-0.0504	-0.2244	2.9851	0.2349	0.3708	2.4117	-0.2033	0.3676	2.3842	0.0202	0.903	2.0117	-0.0529	0.3898	2.4525	0		0.4408	0.5132	40.66008591
5.334	0.0172	0.3969	2.4881	0.1036	-0.1269	2.895	-0.0552	-0.1741	2.9236	0.2364	0.372	2.4136	-0.2034	0.3674	2.3841	0.0199	0.9027	2.0116	-0.0535	0.3898	2.4527	0		0.4411	0.5129	40.69591633
5.367	0.0174	0.3974	2.4888	0.1038	-0.124	2.8911	-0.0503	-0.2242	2.9843	0.2375	0.3726	2.4144	-0.2033	0.3673	2.384	0.0197	0.9026	2.0116	-0.0534	0.3901	2.4534	0		0.4418	0.5125	40.76294174
5.4	0.0169	0.3977	2.489	0.1046	-0.1234	2.8913	-0.0503	-0.2245	2.9841	0.2385	0.3735	2.4152	-0.2033	0.3671	2.3838	0.0192	0.902	2.011	-0.0541	0.3904	2.4537	0		0.4427	0.5116	40.87043788
5.434	0.0163	0.3975	2.4894	0.1046	-0.1234	2.8914	-0.0503	-0.2245	2.9841	0.2394	0.3744	2.4164	-0.2033	0.367	2.3838	0.0187	0.9018	2.0111	-0.0548	0.3904	2.454	0		0.4429	0.5114	40.89432989
5.467	0.0162	0.3976	2.4895	0.12	-0.1219	2.8478	-0.0562	-0.1749	2.9237	0.24	0.3749	2.4169	-0.2032	0.3669	2.3835	0.0187	0.9017	2.0111	-0.0549	0.3904	2.4541	0		0.443	0.5113	40.90627643
5.5	0.0158	0.3974	2.4893	0.1045	-0.121	2.8881	-0.0559	-0.1753	2.924	0.2402	0.3752	2.417	-0.2028	0.3669	2.3835	0.0187	0.9017	2.0111	-0.0552	0.3902	2.4537	0		0.4426	0.5115	40.86957523
5.534	0.0153	0.3981	2.4901	0.1044	-0.1269	2.8956	-0.0558	-0.1754	2.9242	0.2383	0.3755	2.4179	-0.2023	0.3668	2.3832	0.0187	0.9017	2.0111	-0.0558	0.3909	2.4545	0		0.4434	0.5108	40.95961829
5.567	0.0149	0.3985	2.4908	0.104	-0.1287	2.8976	-0.0562	-0.1752	2.9243	0.2401	0.3765	2.4194	-0.2023	0.3669	2.3834	0.0186	0.9013	2.0114	-0.0562	0.3912	2.4551	0		0.4437	0.5101	41.01770645
5.6	0.0155	0.3989	2.4912	0.1033	-0.1311	2.9001	-0.0562	-0.1751	2.9242	0.2404	0.3767	2.4195	-0.2019	0.3669	2.3834	0.0186	0.9013	2.0113	-0.0556	0.3914	2.4554	0		0.4441	0.5099	41.05440154
5.634	0.0153	0.3991	2.4915	0.1037	-0.1266	2.8939	-0.0509	-0.2249	2.985	0.2407	0.3764	2.4192	-0.2016	0.3668	2.3832	0.0189	0.9008	2.0112	-0.0558	0.3916	2.4557	0		0.4445	0.5092	41.1189415
5.667	0.0157	0.399	2.4912	0.1042	-0.1247	2.8913	-0.0569	-0.1776	2.9278	0.242	0.3767	2.4192	-0.2011	0.3667	2.3829	0.0189	0.9007	2.0112	-0.0553	0.3914	2.4553	0		0.4441	0.5093	41.08781468
5.7	0.0159	0.3991	2.4914	0.1046	-0.1233	2.8888	-0.0563	-0.1777	2.9282	0.2421	0.3762	2.4187	-0.201	0.3666	2.3831	0.0191	0.9007	2.0112	-0.0552	0.3914	2.4555	0		0.4443	0.5093	41.10059363
5.734	0.0159	0.3991	2.4914	0.1051	-0.1209	2.8861	-0.0563	-0.1767	2.927	0.2427	0.3759	2.418	-0.201	0.3666	2.3829	0.0194	0.9006	2.011	-0.0551	0.3914	2.4554	0		0.4444	0.5092	41.11255496
5.767	0.017	0.3999	2.4919	0.122	-0.1191	2.8467	-0.0559	-0.1779	2.9286	0.2427	0.3757	2.4176	-0.201	0.3667	2.3829	0.0194	0.9004	2.011	-0.0541	0.3922	2.456	0		0.445	0.5082	41.20667121
5.8	0.0189	0.3989	2.4907	0.104	-0.1265	2.8939	-0.0504	-0.2249	2.9846	0.2422	0.3753	2.4172	-0.2009	0.3666	2.3829	0.0196	0.9004	2.011	-0.0518	0.3911	2.4549	0		0.4439	0.5093	41.07503076
5.834	0.0185	0.3988	2.4906	0.1042	-0.1257	2.8931	-0.0545	-0.1843	2.9346	0.2404	0.3727	2.4135	-0.2009	0.3666	2.3829	0.0198	0.9001	2.011	-0.0521	0.391	2.4547	0		0.4437	0.5091	41.07338815
5.867	0.0188	0.3986	2.4903	0.1041	-0.1251	2.8926	-0.0503	-0.2255	2.9843	0.2402	0.3722	2.4129	-0.201	0.3667	2.383	0.02	0.9001	2.011	-0.0519	0.391	2.4545	0		0.4435	0.5091	41.06059359
5.9	0.019	0.3986	2.4903	0.1045	-0.1248	2.8922	-0.056	-0.1796	2.9288	0.2407	0.3716	2.4119	-0.2011	0.3669	2.3832	0.0205	0.9001	2.0111	-0.0517	0.3911	2.4546	0		0.4435	0.509	41.06616826
5.934	0.019	0.3984	2.4901	0.1046	-0.1229	2.8894	-0.0556	-0.1796	2.9287	0.2403	0.3712	2.4113	-0.2011	0.367	2.3832	0.0207	0.9002	2.0111	-0.0517	0.3911	2.4545	0		0.4434	0.5091	41.05419444
5.967	0.019	0.3984	2.4901	0.1045	-0.1227	2.8895	-0.0556	-0.1801	2.9296	0.2414	0.37	2.4096	-0.2007	0.3671	2.3835	0.0209	0.9002	2.0111	-0.0517	0.3911	2.4545	0		0.4434	0.5091	41.05419444
6	0.0191	0.3983	2.4901	0.1048	-0.1219	2.8883	-0.056	-0.1788	2.9291	0.2418	0.3702	2.4098	-0.2004	0.3668	2.3836	0.0211	0.9002	2.0112	-0.0516	0.391	2.4545	0		0.4433	0.5092	41.04222097
6.034	0.0198	0.3972	2.4892	0.1252	-0.1197	2.8449	-0.0509	-0.2245	2.9851	0.2391	0.3673	2.4052	-0.2	0.367	2.3838	0.0212	0.9001	2.011	-0.0508	0.39	2.4539	0		0.4429	0.5101	40.96651223
6.067	0.0197	0.397	2.4888	0.1253	-0.12	2.8448	-0.0542	-0.1783	2.9277	0.2391	0.3672	2.4053	-0.1996	0.367	2.3838	0.0213	0.9001	2.0109	-0.051	0.3898	2.4534	0		0.4425	0.5103	40.92976808
6.1	0.0199	0.3968	2.4885	0.1257	-0.1199	2.8443	-0.0543	-0.1793	2.9291	0.2393	0.3668	2.4048	-0.199	0.367	2.3837	0.0215	0.9001	2.0105	-0.0508	0.3898	2.4533	0		0.4428	0.5103	40.94898908
6.134	0.0202	0.3966	2.4884	0.1207	-0.1195	2.8444	-0.0545	-0.178	2.9278	0.2407	0.3675	2.4058	-0.1983	0.3673	2.3842	0.0216	0.9002	2.0105	-0.0505	0.3897	2.4532	0		0.4427	0.5105	40.93147037
6.167	0.02	0.3965	2.4881	0.1234	-0.1192	2.8446	-0.0545	-0.1784	2.9282	0.2408	0.3673	2.4059	-0.198	0.3674	2.3845	0.0216	0.9002	2.0103	-0.0507	0.3897	2.4531	0		0.4428	0.5105	40.93787577
6.2	0.0204	0.3964	2.4883	0.1027	-0.1249	2.8941	-0.0548	-0.1784	2.9286	0.2409	0.3671	2.406	-0.1977	0.3676	2.385	0.0217	0.9002	2.0101	-0.0503	0.3895	2.4535	0		0.4434	0.5107	40.96517166
6.234	0.0203	0.3959	2.488	0.0936	-0.0974	2.892	-0.0547	-0.1782	2.9279	0.2408	0.3671	2.4064	-0.1977	0.3679	2.3855	0.0218	0.9003	2.0099	-0.0504	0.3894	2.4535	0		0.4436	0.5109	40.96685695
6.267	0.0219	0.3944	2.4862	0.1035	-0.1172	2.8832	-0.0546	-0.1785	2.9278	0.2412	0.367	2.4062	-0.1974	0.3681	2.3859	0.0218	0.9002	2.0096	-0.0487	0.3878	2.4522	0		0.4426	0.5124	40.81974155
6.3	0.0218	0.3943	2.4863	0.1039	-0.1168	2.8829	-0.0549	-0.1791	2.9291	0.2412	0.367	2.4065	-0.1972	0.3682	2.3862	0.0217	0.9001	2.0096	-0.0487	0.3877	2.4523	0		0.4427	0.5124	40.82614478
6.334	0.0218	0.3944	2.4863	0.1032	-0.1264	2.8956	-0.0549	-0.1796	2.9298	0.2414	0.3671	2.4066	-0.1972	0.3683	2.3865	0.0217	0.9001	2.0095	-0.0488	0.3878	2.4523	0		0.4428	0.5123	40.83807926
6.367	0.0219	0.394	2.4862	0.0879	-0.1922	2.9779	-0.0549	-0.179	2.9301	0.2413	0.3672	2.4069	-0.197	0.3685	2.3868	0.0215	0.9001	2.0096	-0.0487	0.3877	2.4521	0		0.4425	0.5124	40.81333708
6.4	0.022	0.3939	2.4862	0.1066	-0.1187	2.8816	-0.0553	-0.1797	2.9309	0.2401	0.3666	2.4061	-0.1969	0.3684	2.3868	0.0215	0.9	2.0096	-0.0486	0.3877	2.4522	0		0.4426	0.5123	40.82527367
6.434	0.0213	0.3935	2.4857	0.1066	-0.1187	2.8814	-0.0552	-0.1796	2.931	0.2401	0.3665	2.4064	-0.1972	0.3684	2.3868	0.0214	0.8999	2.0096	-0.0491	0.3874	2.4517	0		0.4421	0.5125	40.78217686
6.467	0.0218	0.3936	2.486	0.106	-0.1185	2.8814	-0.0552	-0.1799	2.9309	0.2403	0.3666	2.4065	-0.1972	0.3685	2.3867	0.0214	0.8999	2.0094	-0.0487	0.3876	2.452	0		0.4426	0.5123	40.82527367
6.5	0.0204	0.3939	2.4863	0.1245	-0.123	2.844	-0.0552	-0.1798	2.9303	0.2404	0.3668	2.4071	-0.1976	0.3684	2.3863	0.0213	0.8996	2.0093	-0.0503	0.388	2.4522	0		0.4429	0.5116	40.88324352
6.534	0.0205	0.3939	2.4863	0.1055	-0.1176	2.8803	-0.0551	-0.1797	2.9304	0.2404	0.3668	2.407	-0.1981	0.3682	2.3861	0.0213	0.8996	2.0092	-0.0503	0.388	2.4522	0		0.443	0.5116	40.88964448
6.567	0.0204	0.3938	2.486	0.1041	-0.1257	2.8915	-0.0549	-0.1799	2.93	0.2401	0.367	2.4073	-0.1983	0.3682	2.386	0.0213	0.8995	2.0091	-0.0503	0.3878	2.4519	0		0.4428	0.5117	40.87130017
6.6	0.0194	0.394	2.4864	0.1042	-0.1282	2.8951	-0.0511	-0.2248	2.9851	0.2404	0.3671	2.4076	-0.1982	0.3682	2.386	0.0213	0.8995	2.0091	-0.0515	0.388	2.4521	0		0.443	0.5115	40.89518723
6.634	0.0191	0.394	2.4864	0.1047	-0.1234	2.8885	-0.0555	-0.1747	2.9234	0.2404	0.3671	2.4077	-0.1982	0.368	2.3857	0.0212	0.8994	2.0092	-0.0517	0.3879	2.4521	0		0.4429	0.5115	40.88878608
6.667	0.0191	0.3933	2.4855	0.1048	-0.1213	2.8851	-0.0551	-0.1769	2.9259	0.2408	0.3671	2.4076	-0.198	0.3677	2.3851	0.0211	0.8993	2.0091	-0.0516	0.387	2.4511	0		0.442	0.5123	40.78682721
6.7	0.0194	0.3937	2.486	0.1051	-0.1189	2.8817	-0.0551	-0.1769	2.9259	0.2397	0.3666	2.4067	-0.1977	0.367	2.3838	0.0211	0.8989	2.0086	-0.0514	0.3872	2.4514	0		0.4428	0.5117	40.87130017
6.734	0.0191	0.3941	2.4867	0.104	-0.1302	2.8967	-0.0551	-0.1776	2.9267	0.24	0.3668	2.4073	-0.1976	0.3668	2.3838	0.0211	0.8988	2.0087	-0.0518	0.3875	2.4521	0		0.4434	0.5113	40.93187004
6.767	0.0188	0.3941	2.4866	0.0977	-0.1016	2.8889	-0.0549	-0.1787	2.9279	0.2398	0.3668	2.4071	-0.1978	0.3665	2.3834	0.0211	0.8988	2.0087	-0.0522	0.3875	2.4518	0		0.4431	0.5113	40.91267669
6.8	0.0184	0.3937	2.4858	0.1059	-0.121	2.8839	-0.0512	-0.2246	2.9849	0.2394	0.3667	2.4071	-0.1973	0.3661	2.3832	0.0212	0.8988	2.0087	-0.0524	0.3873	2.4512	0		0.4425	0.5115	40.86316913
6.834	0.0183	0.3936	2.4857	0.1057	-0.1215	2.8849	-0.0513	-0.225	2.9848	0.2404	0.3672	2.4078	-0.1973	0.366	2.3828	0.0212	0.8989	2.0088	-0.0525	0.3873	2.451	0		0.4422	0.5116	40.83840209
6.867	0.0184	0.3928	2.4849	0.1059	-0.1215	2.8852	-0.0547	-0.1785	2.9273	0.2405	0.3673	2.4079	-0.1973	0.3658	2.3826	0.0214	0.8988	2.0085	-0.0523	0.3864	2.4501	0		0.4416	0.5124	40.75564119
6.934	0.0183	0.3927	2.4848	0.1044	-0.1277	2.8925	-0.056	-0.1819	2.9315	0.239	0.3672	2.4079	-0.1972	0.3654	2.382	0.0216	0.8989	2.0085	-0.0524	0.3864	2.4499	0		0.4414	0.5125	40.73727757
6.967	0.0182	0.3927	2.4847	0.1042	-0.1296	2.896	-0.0557	-0.1812	2.9306	0.2422	0.3688	2.4104	-0.1971	0.3652	2.3816	0.0216	0.8988	2.0086	-0.0524	0.3864	2.4498	0		0.4412	0.5124	40.72996637
7	0.0186	0.3926	2.4847	0.1052	-0.122	2.8854	-0.0559	-0.1792	2.9279	0.2423	0.3687	2.4103	-0.1971	0.365	2.3815	0.0216	0.8985	2.0085	-0.052	0.3862	2.4499	0		0.4414	0.5123	40.74833618
7.034	0.0188	0.3915	2.4839	0.1248	-0.123	2.8447	-0.0559	-0.1795	2.9279	0.2426	0.3683	2.4103	-0.1971	0.365	2.3814	0.0219	0.8982	2.0084	-0.0516	0.385	2.449	0		0.4406	0.5132	40.64723416
7.067	0.0189	0.3916	2.4839	0.1044	-0.1309	2.8971	-0.0559	-0.1798	2.9275	0.2425	0.3681	2.4102	-0.197	0.3643	2.3802	0.022	0.8979	2.0079	-0.0516	0.385	2.449	0		0.4411	0.5129	40.69591633
7.1	0.0197	0.3916	2.4837	0.1044	-0.1306	2.897	-0.0558	-0.1804	2.9283	0.2426	0.3681	2.4101	-0.1969	0.3644	2.38	0.0221	0.8979	2.0078	-0.0508	0.385	2.4489	0		0.4411	0.5129	40.69591633
7.134	0.0204	0.3916	2.4833	0.1054	-0.1235	2.8869	-0.0508	-0.2246	2.9826	0.2425	0.3681	2.4099	-0.1968	0.3645	2.3802	0.0224	0.8981	2.0076	-0.05	0.385	2.4485	0		0.4409	0.5131	40.67202901
7.167	0.0206	0.3916	2.4833	0.1258	-0.1226	2.8442	-0.0508	-0.2247	2.9831	0.2427	0.3681	2.4098	-0.1968	0.3644	2.3804	0.0226	0.898	2.0075	-0.0499	0.3849	2.4485	0		0.441	0.5131	40.67845197
7.2	0.0208	0.392	2.4841	0.0986	-0.1012	2.8873	-0.0507	-0.2253	2.9841	0.2429	0.3682	2.41	-0.1968	0.3643	2.3805	0.0227	0.8978	2.0074	-0.0498	0.3853	2.4494	0		0.442	0.5125	40.77576639
