% Time	SBX	SBY	SBZ	FRX	FRY	FRZ	FLX	FLY	FLZ	WRX	WRY	WRZ	WLX	WLY	WLZ	SpdCom	ax	ay	az	gx	gy	gz	mx	my	mz	Angle	headZ
0.033	-0.1174	-0.0577	0.6436	-0.0681	-0.3688	0.7697	-0.1648	-0.4246	0.5820	0.0579	0.0551	0.5740	-0.2450	0.0322	0.5928	-0.1471	0.2601	0.6033	-0.1464	-0.0499	0.6168	1.500	
0.066	-0.1170	-0.0579	0.6437	-0.0680	-0.3677	0.7697	-0.1656	-0.4247	0.5818	0.0578	0.0542	0.5742	-0.2451	0.0330	0.5933	-0.1470	0.2602	0.6033	-0.1462	-0.0500	0.6167	1.500	
0.100	-0.1170	-0.0578	0.6437	-0.0680	-0.3701	0.7700	-0.1654	-0.4245	0.5824	0.0578	0.0538	0.5743	-0.2455	0.0343	0.5939	-0.1466	0.2606	0.6036	-0.1462	-0.0498	0.6166	1.500	
0.133	-0.1170	-0.0578	0.6437	-0.0679	-0.3681	0.7701	-0.1654	-0.4245	0.5826	0.0578	0.0534	0.5745	-0.2454	0.0343	0.5939	-0.1467	0.2607	0.6039	-0.1462	-0.0498	0.6165	1.500	
0.166	-0.1166	-0.0581	0.6438	-0.0679	-0.3706	0.7704	-0.1639	-0.4251	0.5826	0.0581	0.0533	0.5752	-0.2453	0.0345	0.5936	-0.1467	0.2610	0.6040	-0.1455	-0.0508	0.6170	1.500	
0.200	-0.1164	-0.0578	0.6435	-0.0679	-0.3722	0.7705	-0.1642	-0.4248	0.5832	0.0581	0.0532	0.5753	-0.2448	0.0321	0.5913	-0.1466	0.2611	0.6042	-0.1453	-0.0505	0.6165	1.500	
0.233	-0.1153	-0.0567	0.6431	-0.0680	-0.3734	0.7704	-0.1651	-0.4234	0.5851	0.0581	0.0528	0.5753	-0.2447	0.0309	0.5902	-0.1466	0.2613	0.6044	-0.1440	-0.0491	0.6157	1.500	
0.266	-0.1132	-0.0532	0.6416	-0.0680	-0.3743	0.7704	-0.1704	-0.4194	0.5862	0.0581	0.0525	0.5755	-0.2444	0.0302	0.5889	-0.1446	0.2625	0.6049	-0.1413	-0.0450	0.6140	1.500	
0.300	-0.1128	-0.0526	0.6411	-0.0679	-0.3748	0.7705	-0.1682	-0.4191	0.5878	0.0510	0.0461	0.5847	-0.1765	0.0150	0.5419	-0.1443	0.2626	0.6050	-0.1406	-0.0450	0.6138	1.500	
0.333	-0.1125	-0.0520	0.6406	-0.0679	-0.3752	0.7706	-0.1658	-0.4187	0.5895	0.0512	0.0456	0.5851	-0.1814	0.0129	0.5421	-0.1443	0.2626	0.6052	-0.1401	-0.0450	0.6135	1.500	
