% Time	A1	A2	A3	A4	A5	A6	
7.591	-0.0371	0.0944	-0.3002	-0.2015	0.0286	-0.2344	-0.0194	
7.625	0.1272	-0.1029	0.4889	-0.2015	-0.0043	-0.3001	-0.0171	
7.658	-0.1029	-0.0043	-0.1029	-0.6618	-0.1029	0.3902	-0.0181	
7.691	0.1930	0.0944	-1.1220	-0.0371	-0.7604	0.0286	-0.0194	
7.725	0.4231	-0.4317	0.0944	-0.1029	-0.3001	0.3245	-0.0175	
7.758	-0.1686	0.0286	0.0944	-0.2673	0.0944	0.6204	-0.0204	
7.791	0.3574	0.1601	-1.3522	0.1272	0.1272	-0.2344	-0.0181	
7.824	0.2587	-0.3330	0.2916	-0.1686	0.1601	0.4560	-0.0385	
7.858	-0.0700	-0.1029	1.1464	-0.1686	-0.1358	0.5875	-0.0165	
7.891	0.0944	-0.0043	-0.5303	-0.1686	0.2916	-0.5303	-0.0155	
7.925	0.1272	-0.5960	1.9682	-0.1029	-0.1029	0.9491	-0.0162	
7.958	0.1930	-0.1686	-0.0043	-0.2344	0.2259	0.8505	-0.0145	
7.991	0.4560	-0.3002	-0.4974	-0.0043	0.0286	1.3765	-0.0188	
8.024	0.2587	-0.3002	0.4231	-0.4645	-0.2015	1.1135	-0.0211	
8.057	-0.0371	-0.0371	-0.3988	-0.1029	-0.1358	0.3902	-0.0043	
8.091	-0.3002	0.1601	0.4231	-0.4974	0.3574	0.1272	-0.0145	
8.125	-0.2344	-0.3002	-0.1029	0.0615	-0.3001	0.7190	-0.0181	
8.158	0.1272	0.0615	-0.6618	-0.1358	0.1930	0.1601	-0.0165	
8.191	0.1930	-0.4645	0.3902	-0.0700	0.0286	-0.0371	-0.0247	
8.227	-0.0700	-0.2673	0.3245	-0.8261	0.0286	-0.2673	-0.0135	
8.257	0.2587	-0.2015	0.6204	0.2587	0.0944	0.9162	-0.0145	
8.292	0.4889	-0.6289	0.2259	-0.0371	0.1272	0.4231	-0.0198	
8.325	0.0286	0.0944	0.3574	-0.5303	1.0477	-0.0371	-0.0158	
8.358	-0.1358	-0.3988	0.9820	-0.4645	0.2587	0.1601	-0.0191	
8.391	0.0615	-0.4974	1.1464	-0.3659	-0.0700	0.6204	-0.0211	
8.442	0.0944	-0.4645	1.1792	-0.2673	-0.2673	0.9491	-0.0217	
8.475	0.0615	-0.1029	-0.3659	-0.0700	-0.0371	-0.2015	-0.0191	
8.477	0.3574	-0.3002	-1.5165	0.0286	-0.2344	-0.9905	-0.0231	
8.478	-0.3988	0.0286	-2.9302	-0.2015	-0.6618	0.2916	-0.0168	
8.479	-0.5632	0.0286	-1.8453	-0.4645	0.4231	0.1272	-0.0175	
8.481	-0.1686	-0.6289	-0.6289	-0.6289	0.0944	-2.0425	-0.0171	
