% Time	A1	A2	A3	A4	A5	A6	
2.196	2.3956	-0.2673	-0.2015	-0.3659	-0.1358	-0.2344	
2.222	2.3956	-0.1686	-0.2344	-0.3001	0.0286	-0.3001	
2.227	2.2641	-0.2673	-0.3002	-0.4316	-0.1686	-0.4645	
2.253	2.3299	-0.2344	-0.2015	-0.2344	-0.2344	-0.3330	
2.258	2.4942	-0.0371	-0.2015	-0.0371	0.0286	-0.2344	
2.274	2.2970	-0.3330	-0.3659	-0.2673	-0.2015	-0.2015	
2.290	2.3299	-0.2015	-0.9577	-0.3001	-0.1686	-0.2673	
2.321	2.2312	-0.1686	-0.2344	-0.3330	-0.1029	-0.6618	
2.324	2.2970	-0.2015	-0.2015	-0.4316	-0.0371	-0.4316	
2.338	2.2641	-0.1358	-0.2344	-0.9576	-0.2015	-0.3001	
2.353	2.2641	-0.2015	-0.4317	-1.7138	-0.2673	-0.3659	
2.376	2.2641	-0.2015	-0.3002	-2.2726	-0.6618	-0.2344	
2.387	2.3299	-0.2344	-0.3659	-0.3988	-0.3001	-0.3659	
2.415	1.7052	-0.2673	-0.3988	-0.1029	0.0944	-0.3001	
2.440	2.3299	-0.2344	-0.3002	-0.2015	-0.1686	-0.3988	
2.446	2.2641	-0.1686	-0.3330	-0.6618	-0.0043	-0.3988	
2.471	2.2641	-0.1686	-0.3002	-0.3659	-0.2015	-0.2344	
2.478	2.3627	-0.0700	-0.3002	-0.3001	-0.1686	-0.5631	
2.505	2.3956	-0.1029	-0.2673	-0.3001	-0.1029	-0.2344	
2.507	2.5929	0.0286	-0.3002	-0.0700	0.2259	-0.2673	
2.535	2.2641	-0.3002	-0.3002	-0.4974	0.1601	-0.2673	
2.540	2.3299	-0.3330	-0.2344	-1.3521	-0.2015	-0.4974	
2.565	2.2641	-0.2344	-0.2673	-0.3659	-0.2344	1.9682	
2.571	2.4285	-0.1029	-0.2344	-0.2015	-0.1358	-2.5028	
2.603	2.2312	-0.3002	-0.2673	-0.2673	-0.3001	-0.4316	
2.632	2.1655	-0.2015	-0.4317	-0.3988	0.1601	-0.2344	
2.636	2.3299	-0.2344	-0.3659	0.0286	-0.3001	-0.2344	
2.666	2.2970	-0.3659	-0.5303	-0.4645	-0.2015	-2.5356	
2.692	2.0669	-0.2015	-0.3002	-0.3001	-0.0371	-0.2673	
2.696	2.2970	-0.1686	-0.3002	-0.5303	-0.3001	-0.3988	
2.721	2.1984	-0.2673	-0.1686	-0.3988	-0.2344	-0.3659	
2.727	1.6395	-0.3002	-0.3330	-0.2673	0.1930	-0.3001	
2.744	2.2970	-0.2673	-0.4974	-0.3659	-0.1358	-2.5028	
2.757	2.2970	-0.6289	-0.3330	-0.3330	-0.1686	-0.0700	
2.791	2.2970	-0.1686	-0.4645	-1.5823	-0.0371	-0.3659	
2.815	2.2312	-0.2015	-0.3659	-0.2673	-0.2344	-0.0371	
2.820	2.2312	-0.1358	-0.3330	-0.4316	-0.2344	-0.7275	
2.848	2.2641	-0.2673	-0.5303	0.6532	-0.0371	-0.4974	
2.851	2.2312	-0.3002	-0.4645	-0.3001	-0.3988	-1.6809	
2.877	2.2641	-0.3988	-0.1358	-0.3001	-0.1029	0.2587	
2.883	2.3299	-0.2015	-0.2344	-0.2673	-0.0371	-0.5631	
2.915	2.1655	-0.2673	-0.4645	-0.3659	-0.2344	-0.2015	
2.940	1.3765	-0.3002	-0.2344	-0.3330	0.1272	-0.4974	
2.946	2.3299	-0.2015	-0.3002	-0.3330	-0.0371	-0.2344	
2.972	2.2970	-0.2344	-0.3988	-0.3001	-0.1686	-0.2344	
2.977	2.2970	-0.3330	-0.2673	-0.3001	-0.1358	-0.3001	
3.007	2.3299	-0.3002	-0.1686	-0.4316	-0.0700	-0.4974	
3.008	2.2970	-0.1358	-0.1686	-0.3001	0.0615	-0.3659	
3.033	1.0806	-0.1029	-0.4645	-0.3001	0.1601	-0.3001	
3.039	2.2970	-0.2344	-0.3330	-0.3330	-0.0371	-0.3988	
3.067	2.1984	-0.2344	-0.3002	-0.4974	-0.3001	1.1792	
3.071	2.3627	-0.2344	-0.3988	-0.2673	-3.6863	-0.6946	
3.103	2.2970	-0.1358	-0.3002	-0.3330	-0.5631	-0.5960	
3.128	2.4614	-0.1029	-0.4645	-0.1686	-0.0371	-0.0371	
3.133	2.3299	-0.1686	-0.3988	-0.3001	0.2916	-0.2673	
3.168	2.2312	-0.2673	-0.2015	-0.3330	-0.2344	1.2121	
3.192	2.3627	-0.2015	0.1601	-0.3001	-0.2015	-0.1686	
3.194	2.3627	-0.1358	-0.3330	-0.3001	-0.3659	-0.3001	
3.224	2.4942	-0.2015	-0.4645	-0.3001	0.0286	-0.2673	
3.227	2.2312	-0.2344	-1.1878	-0.3001	-0.2015	-0.3988	
3.258	2.2641	-0.2344	-0.1358	-0.3330	-0.0043	-0.3001	
3.259	2.4614	-0.2015	-0.4974	-0.1686	-0.0700	-7.7299	
3.278	2.3956	-0.1358	-0.3002	-0.4645	1.5409	-0.1029	
3.289	2.2641	-0.2344	-0.3988	-0.3001	-0.2344	-0.3001	
3.317	2.4614	-0.1029	-0.2673	-0.3001	-0.1358	-0.4316	
3.321	2.3299	-0.1686	-0.2344	-0.3001	-0.0700	-0.3001	
3.349	2.2641	-0.1358	-0.2344	-0.3988	-0.2015	-0.3330	
3.352	2.3627	-0.1686	-0.3330	-0.1686	-0.1029	-0.4645	
3.379	2.4614	-0.0371	-0.7604	-0.1358	-0.0043	-0.1029	
3.384	2.3299	-0.1686	-0.2673	-0.3988	-0.2015	-0.7275	
3.433	2.1326	-0.2344	-0.5632	-0.4316	-0.3001	-5.3629	
3.447	2.2970	-0.2344	-0.3002	-0.2015	-0.3001	-0.0371	
3.472	2.2641	-0.3002	-0.3659	-0.4316	-0.3001	-0.3988	
3.478	2.3956	-0.1686	-0.1686	-0.3988	-0.1029	-1.0563	
3.503	2.3627	-0.2015	1.0149	-0.1686	-0.1358	-0.3330	
3.511	2.2641	-0.2015	-0.2344	-0.3330	-0.2673	-0.4645	
3.537	2.1655	-0.2673	-0.3002	-0.3659	-0.1358	-0.3988	
3.539	2.2970	-0.2673	-0.3330	-0.2673	-0.2344	-0.5631	
3.565	1.9354	-0.1686	-0.3330	-0.2673	-0.1029	-0.2673	
3.571	2.1984	-0.2015	0.2259	0.0286	-0.1029	-0.4974	
3.599	2.2312	-0.2344	-0.4645	-0.2344	0.1930	-0.2015	
3.601	2.7244	-0.1686	-0.3002	-0.2344	-0.3001	-0.4316	
3.659	2.3299	-0.1029	0.4889	-0.3659	-0.1686	-0.2673	
3.685	2.2970	-0.3002	-0.4974	-0.3330	0.4231	-0.5631	
3.702	2.3299	-0.2344	-0.3002	-0.3330	-0.9576	-0.3001	
3.751	2.4614	-0.3002	0.7847	-0.3001	-0.2344	-0.4645	
3.766	2.3299	-0.2673	-0.7604	-0.2344	-0.2344	-0.3988	
3.774	2.4614	-0.2673	-0.2344	-0.3330	-0.2344	-0.2673	
3.789	2.4614	-0.2015	-0.2344	-0.3988	-0.0700	-0.2673	
3.821	2.3627	-0.1686	-0.3330	-0.3001	-0.0700	-0.2344	
3.851	2.4285	-0.3330	-0.3659	-0.2673	-0.2673	-0.4316	
3.853	2.3299	-0.3002	-0.4645	-0.3988	-0.1686	-1.6151	
3.884	2.3627	-0.2015	-0.3330	-1.7466	-0.3001	-0.4974	
3.920	2.3299	-0.2673	-0.3002	-0.2673	0.0286	-0.2673	
3.948	2.3299	-0.3330	-0.2673	-0.3330	-0.3001	-1.1878	
3.981	2.4942	0.0615	-0.2015	0.6861	0.1272	-0.2673	
4.012	2.3299	-0.2344	-0.3988	-0.3988	-0.0043	-0.3001	
4.042	2.8230	0.1272	-0.7933	0.0286	0.2259	-0.2015	
4.068	2.3299	-0.3330	-0.3002	-0.3330	-0.2673	-7.7299	
4.071	2.2641	-0.0700	-0.5632	-0.2344	-0.1358	-0.3001	
4.106	2.5271	-0.1029	-0.1029	-0.1029	-0.1358	-0.1029	
4.131	2.2312	-0.2015	-0.3330	-0.3330	-0.1358	-0.3988	
4.133	2.3956	-0.4317	-0.2673	-0.2344	-0.1686	-0.2015	
4.170	2.5929	-0.1029	-0.2673	-0.3659	-0.1029	-0.2673	
4.193	2.4614	-0.2015	-0.6618	-0.3659	-0.1029	-1.3193	
4.195	2.5929	0.1272	-0.0700	-0.0371	0.0944	-0.1029	
4.212	2.3299	-0.1686	-0.2673	-0.2344	-0.1358	-0.3659	
4.227	2.3956	-0.2015	-0.2344	0.0615	-0.0700	-0.3001	
4.257	2.5600	-0.1358	-0.2015	-0.2015	-0.0700	-0.2673	
4.258	2.1984	-0.2673	-0.1686	0.2916	0.0944	-0.3988	
4.290	2.2312	-0.1686	-0.3659	-0.1358	0.0944	-0.2673	
4.322	2.3299	-0.1358	-0.3002	-0.2673	-0.0371	-0.3001	
4.323	2.1984	0.0944	-0.3002	-0.2344	-0.0700	-0.0700	
4.350	2.3299	-0.9248	-0.4974	-0.3330	-0.3001	-0.1358	
4.352	2.2312	-0.4645	-0.4974	-0.3988	-1.8124	0.2259	
4.384	2.2312	-0.3659	-0.4645	-0.4316	-0.3659	-6.8094	
4.451	2.2312	-0.3002	-0.4645	-0.1686	-0.2015	-0.5631	
4.466	2.1984	-0.2015	0.0615	-0.3001	-0.2344	-0.3001	
4.477	2.2970	-0.0700	-0.1686	-0.1686	-0.0700	-0.1358	
4.510	2.1655	-0.1686	-0.2673	-0.4316	-0.1686	-0.3001	
4.512	2.4614	-0.1358	-0.3330	-0.3659	0.0286	-0.3988	
4.537	2.3299	-0.2344	-0.3002	-0.3988	-0.2673	-0.4645	
4.539	2.2312	-0.2673	-0.3659	-0.4316	-0.1686	-0.3988	
4.571	2.2970	-0.3002	-0.2015	-0.3659	-0.2344	-0.3001	
4.605	2.3299	-0.1029	-0.2015	-0.1358	-0.0043	-0.1358	
4.631	2.3299	-0.2673	-0.3988	-0.2015	-0.2344	1.2121	
4.632	2.3956	-0.1358	-0.1686	-0.2673	-0.1029	0.5875	
4.671	2.4614	-0.1358	-0.3330	-0.1686	-0.1686	-0.3001	
4.695	2.3299	-0.2344	-0.3659	-0.3001	-0.3330	-0.3988	
4.697	2.2641	-0.2673	-0.3002	-0.3988	-0.1358	-1.1878	
4.730	2.0997	-0.3330	-0.4317	-0.3659	-0.2673	-0.3659	
4.761	2.2970	-0.2673	-0.1686	-0.3330	-0.3659	-0.3330	
4.775	2.2970	-0.1029	-0.3002	-0.3001	-0.1358	-0.4645	
4.791	2.4614	-0.1358	-0.2344	-0.2015	-0.0371	-0.3659	
4.820	2.2641	-0.3330	-0.2673	-0.3988	-0.3659	-0.3988	
4.822	2.4942	-0.1358	-0.2344	-0.2673	-0.0043	-0.3659	
4.857	2.2970	-0.3988	-0.3002	-0.3988	-0.0700	-0.2673	
4.886	2.3299	-0.1358	-0.2344	-0.3330	-0.5631	-0.3001	
4.923	2.4614	-0.3659	-0.2015	-0.3001	-0.1358	-0.2015	
4.943	2.3299	-0.2344	-0.2673	-0.3988	-0.1358	-0.3330	
4.946	2.2970	-0.2015	-0.3002	-0.3659	-0.0700	-0.3330	
4.979	2.3956	-0.2344	-0.3002	-0.3001	-0.8919	-0.8590	
5.004	2.3299	-0.3002	-0.3330	-0.3659	0.5875	0.6204	
5.007	2.5271	-0.1029	-0.1686	-0.3001	-0.2673	-0.2673	
5.040	2.3956	-0.2015	-0.2015	-0.2673	0.6532	-0.0700	
5.073	2.3299	0.0615	-0.0043	-0.0700	-0.0043	0.1272	
5.101	2.2970	-0.3330	-0.7275	-0.3988	-0.3001	-0.3988	
5.102	2.3299	-0.2344	-0.3330	-0.3988	-0.1358	-0.4316	
5.135	2.3627	-0.2015	-0.3330	-0.1358	-0.1686	-0.3330	
5.172	2.2641	-0.1029	-0.2015	-0.3001	-0.1029	-0.3330	
5.193	2.3627	-0.2015	0.6532	-0.3001	-0.1029	-0.3659	
5.196	2.2641	-0.2673	-0.3659	-0.2673	-0.2015	-0.3001	
5.229	2.1984	-0.2344	-0.2673	-0.3659	-0.2673	-0.4316	
5.263	1.9354	-0.2344	-0.3330	-0.2344	-0.0371	-0.3988	
5.274	2.3627	-0.0700	-0.1029	-0.2673	-0.1686	-0.3659	
5.289	2.2641	-0.3330	-0.3988	-0.3659	-0.0043	-0.3659	
5.324	2.3627	-0.0371	-0.3988	-0.2673	-0.0371	-0.3001	
5.357	2.3627	-0.2673	-0.3002	-0.2015	-0.1029	-0.4974	
5.380	2.2641	-0.0371	-0.2673	-0.3001	-0.3330	-0.3659	
5.382	2.1984	-0.2344	-0.3988	-0.3988	-0.3001	-0.3330	
5.423	2.6586	0.0615	-0.4317	-0.1358	-0.0371	-0.1029	
5.443	2.4285	-0.2344	-0.1686	-0.2673	-0.1358	-0.2015	
5.447	2.2641	-0.3002	-0.3659	-0.3330	-0.3001	-0.3988	
5.476	2.4614	-0.2015	-0.1029	-0.2015	0.0615	-0.1029	
