% Time	SBX	SBY	SBZ	FRX	FRY	FRZ	FLX	FLY	FLZ	WRX	WRY	WRZ	WLX	WLY	WLZ	SpdCom	ax	ay	az	gx	gy	gz	mx	my	mz	Angle	headZ
0.033	0.2302	0.6910	3.6873	0.2632	0.5158	3.7211	0.0574	0.7478	3.6432	0.0535	0.6342	3.5114	0.0223	0.9875	3.7683	0.0452	1.0827	3.4620	0.1938	0.6957	3.7209	0.000	
0.067	0.2035	0.6785	3.6764	0.2521	0.5159	3.7141	-0.0181	0.7773	3.6373	0.0540	0.6346	3.5092	0.0237	0.9896	3.7693	0.0472	1.0836	3.4599	0.1768	0.6898	3.7120	0.000	
0.100	0.2009	0.6814	3.6828	0.2547	0.5148	3.7126	0.0550	0.7387	3.6337	0.0548	0.6344	3.5091	0.0258	0.9911	3.7656	0.0484	1.0840	3.4567	0.1705	0.6928	3.7234	0.000	
0.133	0.2031	0.6825	3.6793	0.2566	0.5134	3.7106	0.0405	0.7397	3.6323	0.0541	0.6344	3.5076	0.0256	0.9883	3.7663	0.0519	1.0831	3.4540	0.1723	0.6930	3.7229	0.000	
0.167	0.2195	0.6841	3.6798	0.2167	0.5724	3.6488	-0.0588	0.6938	3.6067	0.0545	0.6348	3.5073	0.0249	0.9867	3.7647	0.0526	1.0815	3.4537	0.1881	0.6968	3.7289	0.000	
0.200	0.2255	0.6840	3.6762	0.2178	0.5672	3.6551	-0.0644	0.6887	3.6082	0.0528	0.6334	3.5069	0.0238	0.9821	3.7621	0.0532	1.0795	3.4531	0.1969	0.6938	3.7122	0.000	
0.233	0.1985	0.6766	3.6697	0.2176	0.5703	3.6528	0.1450	0.7058	3.6683	0.0530	0.6336	3.5071	0.0212	0.9825	3.7546	0.0541	1.0787	3.4499	0.1669	0.6880	3.7164	0.000	
0.267	0.1958	0.6765	3.6681	0.1603	0.5707	3.6764	0.1454	0.6988	3.6686	-0.0005	0.6295	3.5082	0.0264	0.9572	3.7362	0.0516	1.0799	3.4453	0.1628	0.6863	3.7094	0.000	
0.300	0.1937	0.6786	3.6668	0.3207	0.4624	3.8053	0.1470	0.6972	3.6696	0.0565	0.6325	3.5053	0.0416	0.9028	3.7071	0.0505	1.0798	3.4433	0.1616	0.6867	3.7093	0.000	
0.333	0.1908	0.6833	3.6774	0.3130	0.4460	3.8061	0.1505	0.6985	3.6707	0.0232	0.6376	3.5117	0.0415	0.9029	3.7069	0.0479	1.0777	3.4390	0.1583	0.6899	3.7172	0.000	
0.367	0.1901	0.6834	3.6762	0.3198	0.5824	3.7137	0.0518	0.7218	3.6211	0.0481	0.6294	3.5116	0.0071	0.9332	3.7719	0.0445	1.0740	3.4356	0.1580	0.6899	3.7163	0.000	
0.400	0.1897	0.6826	3.6743	0.3117	0.4493	3.7918	0.0541	0.7201	3.6182	0.0481	0.6293	3.5122	0.0070	0.9333	3.7712	0.0389	1.0719	3.4293	0.1578	0.6887	3.7137	0.000	
0.433	0.1612	0.6704	3.6855	0.2002	0.4722	3.7186	-0.2085	0.5458	3.4303	0.0649	0.6286	3.5150	-0.0014	0.9693	3.7432	0.0338	1.0692	3.4238	0.1305	0.6745	3.7135	0.000	
