% Time	SBX	SBY	SBZ	FRX	FRY	FRZ	FLX	FLY	FLZ	WRX	WRY	WRZ	WLX	WLY	WLZ	SpdCom	ax	ay	az	gx	gy	gz	mx	my	mz	Angle
0.034	0.0791	-0.2116	1.6344	0.1948	-1.0473	1.8025	-0.0124	-1.0646	1.7846	0.3048	-0.1714	1.5976	-0.2526	-0.2234	1.5775	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.100	0.0790	-0.2119	1.6350	0.1938	-1.0494	1.8043	0.0160	-1.0390	1.9283	0.3034	-0.1772	1.6017	-0.2527	-0.2238	1.5775	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.134	0.0788	-0.2121	1.6350	0.1937	-1.0495	1.8047	-0.0129	-1.0667	1.7852	0.3038	-0.1779	1.6025	-0.2526	-0.2237	1.5773	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.200	0.0783	-0.2121	1.6348	0.1934	-1.0497	1.8051	0.0403	-1.0252	1.9259	0.3041	-0.1731	1.6008	-0.2535	-0.2255	1.5794	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.234	0.0781	-0.2121	1.6346	0.1935	-1.0500	1.8053	0.0046	-1.0279	1.9399	0.3048	-0.1707	1.5997	-0.2534	-0.2255	1.5792	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.300	0.0778	-0.2119	1.6344	0.1936	-1.0492	1.8047	0.0269	-1.0387	1.9195	0.3038	-0.1664	1.5998	-0.2538	-0.2259	1.5787	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.367	0.0777	-0.2118	1.6342	0.1937	-1.0445	1.8002	-0.0126	-1.0643	1.7838	0.3049	-0.1640	1.6010	-0.2552	-0.2260	1.5872	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.400	0.0775	-0.2118	1.6341	0.1939	-1.0505	1.8041	-0.0121	-1.0654	1.7840	0.3048	-0.1635	1.6002	-0.2552	-0.2260	1.5872	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.467	0.0775	-0.2118	1.6341	0.1950	-1.0526	1.8057	-0.0120	-1.0652	1.7843	0.3069	-0.1584	1.6053	-0.2522	-0.2224	1.5789	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.534	0.0766	-0.2119	1.6340	0.1941	-1.0512	1.8056	-0.0123	-1.0640	1.7831	0.3055	-0.1691	1.6031	-0.2531	-0.2236	1.5803	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.567	0.0766	-0.2119	1.6340	0.1944	-1.0492	1.8041	-0.0124	-1.0648	1.7836	0.3055	-0.1674	1.6016	-0.2535	-0.2253	1.5800	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.634	0.0765	-0.2118	1.6340	0.1941	-1.0485	1.8037	-0.0121	-1.0649	1.7837	0.3063	-0.1770	1.6086	-0.2554	-0.2257	1.5880	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.667	0.0762	-0.2119	1.6342	0.1932	-1.0470	1.8031	-0.0125	-1.0671	1.7852	0.3054	-0.1711	1.6038	-0.2558	-0.2270	1.5887	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.734	0.0759	-0.2120	1.6345	0.1950	-1.0515	1.8074	-0.0135	-1.0646	1.7854	0.3053	-0.1770	1.6076	-0.2557	-0.2271	1.5884	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.800	0.0758	-0.2118	1.6346	0.1955	-1.0505	1.8065	-0.0130	-1.0628	1.7844	0.3048	-0.1800	1.6093	-0.2560	-0.2287	1.5878	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.834	0.0756	-0.2118	1.6349	0.1944	-1.0438	1.8027	-0.0128	-1.0613	1.7830	0.3041	-0.1721	1.6028	-0.2559	-0.2295	1.5825	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.900	0.0754	-0.2117	1.6351	0.1945	-1.0442	1.8031	-0.0127	-1.0641	1.7837	0.3040	-0.1795	1.6084	-0.2556	-0.2289	1.5842	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
0.967	0.0747	-0.2117	1.6354	0.1943	-1.0441	1.8028	-0.0116	-1.0652	1.7838	0.3035	-0.1767	1.6070	-0.2545	-0.2278	1.5830	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
1.034	0.0745	-0.2114	1.6356	0.1943	-1.0440	1.8021	0.0229	-1.0371	1.9220	0.3032	-0.1726	1.6041	-0.2537	-0.2285	1.5794	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
1.067	0.0745	-0.2114	1.6356	0.1938	-1.0445	1.8020	-0.0111	-1.0669	1.7867	0.3034	-0.1759	1.6066	-0.2537	-0.2284	1.5793	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
1.134	0.0745	-0.2114	1.6356	0.1958	-1.0396	1.7974	-0.0109	-1.0655	1.7860	0.3030	-0.1685	1.6009	-0.2535	-0.2273	1.5798	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
1.167	0.0746	-0.2113	1.6356	0.1938	-1.0441	1.8034	0.0653	-1.0372	1.8707	0.3029	-0.1754	1.6060	-0.2529	-0.2267	1.5777	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.000	
